room_type,date,price
Hotel room,2021-03-06,256.84705882352944
Hotel room,2021-03-07,249.26470588235293
Hotel room,2021-03-08,256.8176470588235
Hotel room,2021-03-09,273.59411764705885
Hotel room,2021-03-10,286.15294117647056
Hotel room,2021-03-11,285.5352941176471
Hotel room,2021-03-12,284.1058823529412
Hotel room,2021-03-13,282.6470588235294
Hotel room,2021-03-14,263.91764705882355
Hotel room,2021-03-15,251.6
Hotel room,2021-03-16,251.8235294117647
Hotel room,2021-03-17,251.75294117647059
Hotel room,2021-03-18,252.24117647058824
Hotel room,2021-03-19,257.15294117647056
Hotel room,2021-03-20,257.28823529411767
Hotel room,2021-03-21,248.6529411764706
Hotel room,2021-03-22,251.25882352941176
Hotel room,2021-03-23,252.12941176470588
Hotel room,2021-03-24,252.08823529411765
Hotel room,2021-03-25,252.4294117647059
Hotel room,2021-03-26,257.5176470588235
Hotel room,2021-03-27,257.49411764705883
Hotel room,2021-03-28,249.18235294117648
Hotel room,2021-03-29,251.01176470588234
Hotel room,2021-03-30,251.87058823529412
Hotel room,2021-03-31,252.62941176470588
Hotel room,2021-04-01,235.45294117647057
Hotel room,2021-04-02,244.88823529411764
Hotel room,2021-04-03,235.5705882352941
Hotel room,2021-04-04,231.57647058823528
Hotel room,2021-04-05,226.1235294117647
Hotel room,2021-04-06,231.85882352941175
Hotel room,2021-04-07,231.81764705882352
Hotel room,2021-04-08,232.18235294117648
Hotel room,2021-04-09,171.4
Hotel room,2021-04-10,170.45294117647057
Hotel room,2021-04-11,159.5235294117647
Hotel room,2021-04-12,234.62941176470588
Hotel room,2021-04-13,238.69411764705882
Hotel room,2021-04-14,237.59411764705882
Hotel room,2021-04-15,242.04705882352943
Hotel room,2021-04-16,249.23529411764707
Hotel room,2021-04-17,250.36470588235295
Hotel room,2021-04-18,240.52941176470588
Hotel room,2021-04-19,269.18823529411765
Hotel room,2021-04-20,270.71176470588233
Hotel room,2021-04-21,270.8058823529412
Hotel room,2021-04-22,270.3
Hotel room,2021-04-23,275.3
Hotel room,2021-04-24,276.7176470588235
Hotel room,2021-04-25,236.72941176470587
Hotel room,2021-04-26,264.81176470588235
Hotel room,2021-04-27,285.8764705882353
Hotel room,2021-04-28,293.98823529411766
Hotel room,2021-04-29,275.8941176470588
Hotel room,2021-04-30,308.1470588235294
Hotel room,2021-05-01,313.7647058823529
Hotel room,2021-05-02,296.0470588235294
Hotel room,2021-05-03,300.6411764705882
Hotel room,2021-05-04,289.67058823529413
Hotel room,2021-05-05,289.70588235294116
Hotel room,2021-05-06,289.8941176470588
Hotel room,2021-05-07,274.0352941176471
Hotel room,2021-05-08,269.8705882352941
Hotel room,2021-05-09,282.54117647058825
Hotel room,2021-05-10,283.02941176470586
Hotel room,2021-05-11,283.7352941176471
Hotel room,2021-05-12,293.72352941176473
Hotel room,2021-05-13,273.7647058823529
Hotel room,2021-05-14,278.91764705882355
Hotel room,2021-05-15,279.3058823529412
Hotel room,2021-05-16,287.3588235294118
Hotel room,2021-05-17,287.59411764705885
Hotel room,2021-05-18,246.62941176470588
Hotel room,2021-05-19,246.55882352941177
Hotel room,2021-05-20,247.96470588235294
Hotel room,2021-05-21,267.2
Hotel room,2021-05-22,280.3058823529412
Hotel room,2021-05-23,264.05882352941177
Hotel room,2021-05-24,257.15294117647056
Hotel room,2021-05-25,259.49411764705883
Hotel room,2021-05-26,259.68823529411765
Hotel room,2021-05-27,286.41764705882355
Hotel room,2021-05-28,291.5705882352941
Hotel room,2021-05-29,291.7823529411765
