review_scores_rating,date,price
below 70,2021-02-16,60.50847457627118
below 70,2021-02-17,60.51271186440678
below 70,2021-02-18,60.53389830508475
below 70,2021-02-19,61.92372881355932
below 70,2021-02-20,61.92796610169491
below 70,2021-02-21,60.45338983050848
below 70,2021-02-22,60.27542372881356
below 70,2021-02-23,60.279661016949156
below 70,2021-02-24,60.279661016949156
below 70,2021-02-25,60.29237288135593
below 70,2021-02-26,61.470338983050844
below 70,2021-02-27,61.470338983050844
below 70,2021-02-28,60.059322033898304
below 70,2021-03-01,60.42796610169491
below 70,2021-03-02,60.49576271186441
below 70,2021-03-03,60.49576271186441
below 70,2021-03-04,60.5
below 70,2021-03-05,61.809322033898304
below 70,2021-03-06,61.83898305084746
below 70,2021-03-07,60.24152542372882
below 70,2021-03-08,60.49152542372882
below 70,2021-03-09,62.19491525423729
below 70,2021-03-10,62.53389830508475
below 70,2021-03-11,62.53813559322034
below 70,2021-03-12,63.33898305084746
below 70,2021-03-13,63.36864406779661
below 70,2021-03-14,60.76271186440678
below 70,2021-03-15,60.49152542372882
below 70,2021-03-16,60.49576271186441
below 70,2021-03-17,60.49576271186441
below 70,2021-03-18,60.5
below 70,2021-03-19,61.809322033898304
below 70,2021-03-20,62.809322033898304
below 70,2021-03-21,61.21186440677966
below 70,2021-03-22,61.46186440677966
below 70,2021-03-23,61.46610169491525
below 70,2021-03-24,61.470338983050844
below 70,2021-03-25,61.47457627118644
below 70,2021-03-26,62.779661016949156
below 70,2021-03-27,62.809322033898304
below 70,2021-03-28,60.24152542372882
below 70,2021-03-29,60.49152542372882
below 70,2021-03-30,60.49576271186441
below 70,2021-03-31,60.49576271186441
below 70,2021-04-01,60.529661016949156
below 70,2021-04-02,61.771186440677965
below 70,2021-04-03,62.03389830508475
below 70,2021-04-04,60.75847457627118
below 70,2021-04-05,60.436440677966104
below 70,2021-04-06,60.529661016949156
below 70,2021-04-07,60.529661016949156
below 70,2021-04-08,60.529661016949156
below 70,2021-04-09,62.25847457627118
below 70,2021-04-10,63.05084745762712
below 70,2021-04-11,61.3771186440678
below 70,2021-04-12,62.894067796610166
below 70,2021-04-13,63.02542372881356
below 70,2021-04-14,63.02542372881356
below 70,2021-04-15,63.597457627118644
below 70,2021-04-16,64.72881355932203
below 70,2021-04-17,64.03389830508475
below 70,2021-04-18,62.813559322033896
below 70,2021-04-19,63.817796610169495
below 70,2021-04-20,63.82203389830509
below 70,2021-04-21,63.82203389830509
below 70,2021-04-22,63.82627118644068
below 70,2021-04-23,64.16101694915254
below 70,2021-04-24,64.64830508474576
below 70,2021-04-25,63.42796610169491
below 70,2021-04-26,64.44067796610169
below 70,2021-04-27,65.36864406779661
below 70,2021-04-28,65.36864406779661
below 70,2021-04-29,65.37288135593221
below 70,2021-04-30,65.74152542372882
below 70,2021-05-01,65.65677966101696
below 70,2021-05-02,63.04661016949152
below 70,2021-05-03,62.894067796610166
below 70,2021-05-04,62.940677966101696
below 70,2021-05-05,62.940677966101696
below 70,2021-05-06,62.94491525423729
below 70,2021-05-07,64.07627118644068
below 70,2021-05-08,64.07627118644068
below 70,2021-05-09,62.855932203389834
below 70,2021-05-10,62.936440677966104
below 70,2021-05-11,62.940677966101696
below 70,2021-05-12,62.94915254237288
below 70,2021-05-13,62.99576271186441
below 70,2021-05-14,64.16949152542372
below 70,2021-05-15,64.16949152542372
below 70,2021-05-16,62.86440677966102
below 70,2021-05-17,62.94491525423729
below 70,2021-05-18,62.94915254237288
below 70,2021-05-19,62.94915254237288
below 70,2021-05-20,62.95338983050848
below 70,2021-05-21,64.29661016949153
below 70,2021-05-22,64.50847457627118
below 70,2021-05-23,62.99152542372882
below 70,2021-05-24,62.860169491525426
below 70,2021-05-25,62.94915254237288
below 70,2021-05-26,62.94915254237288
below 70,2021-05-27,62.95338983050848
below 70,2021-05-28,64.08474576271186
below 70,2021-05-29,64.08474576271186
below 70,2021-05-30,62.86440677966102
below 70,2021-05-31,62.94491525423729
below 70,2021-06-01,63.07627118644068
below 70,2021-06-02,63.28813559322034
below 70,2021-06-03,63.29237288135593
below 70,2021-06-04,65.2542372881356
below 70,2021-06-05,65.48305084745763
below 70,2021-06-06,64.21186440677967
below 70,2021-06-07,64.20762711864407
below 70,2021-06-08,62.94915254237288
below 70,2021-06-09,62.94915254237288
below 70,2021-06-10,62.95338983050848
below 70,2021-06-11,64.17796610169492
below 70,2021-06-12,64.17796610169492
below 70,2021-06-13,62.86440677966102
below 70,2021-06-14,62.94491525423729
below 70,2021-06-15,63.8728813559322
below 70,2021-06-16,64.5677966101695
below 70,2021-06-17,63.8771186440678
below 70,2021-06-18,65.00847457627118
below 70,2021-06-19,65.00847457627118
below 70,2021-06-20,63.139830508474574
below 70,2021-06-21,62.94491525423729
below 70,2021-06-22,62.94915254237288
below 70,2021-06-23,62.94915254237288
below 70,2021-06-24,62.95338983050848
below 70,2021-06-25,64.08474576271186
below 70,2021-06-26,64.08474576271186
below 70,2021-06-27,62.86440677966102
below 70,2021-06-28,62.94491525423729
below 70,2021-06-29,62.94915254237288
below 70,2021-06-30,62.94915254237288
below 70,2021-07-01,62.95338983050848
below 70,2021-07-02,64.08474576271186
below 70,2021-07-03,63.50847457627118
below 70,2021-07-04,62.402542372881356
below 70,2021-07-05,62.483050847457626
below 70,2021-07-06,62.48728813559322
below 70,2021-07-07,62.48728813559322
below 70,2021-07-08,62.49152542372882
below 70,2021-07-09,63.50847457627118
below 70,2021-07-10,64.20338983050847
below 70,2021-07-11,62.67796610169491
below 70,2021-07-12,62.483050847457626
below 70,2021-07-13,62.48728813559322
below 70,2021-07-14,62.48728813559322
below 70,2021-07-15,62.49152542372882
below 70,2021-07-16,63.50847457627118
below 70,2021-07-17,63.50847457627118
below 70,2021-07-18,62.402542372881356
below 70,2021-07-19,62.483050847457626
below 70,2021-07-20,62.48728813559322
below 70,2021-07-21,62.48728813559322
below 70,2021-07-22,62.766949152542374
below 70,2021-07-23,63.389830508474574
below 70,2021-07-24,63.50847457627118
below 70,2021-07-25,62.40677966101695
below 70,2021-07-26,62.690677966101696
below 70,2021-07-27,62.69491525423729
below 70,2021-07-28,62.69491525423729
below 70,2021-07-29,62.69915254237288
below 70,2021-07-30,63.720338983050844
below 70,2021-07-31,63.720338983050844
below 70,2021-08-01,62.610169491525426
below 70,2021-08-02,62.690677966101696
below 70,2021-08-03,63.389830508474574
below 70,2021-08-04,62.69491525423729
below 70,2021-08-05,62.69915254237288
below 70,2021-08-06,63.720338983050844
below 70,2021-08-07,63.720338983050844
below 70,2021-08-08,62.610169491525426
below 70,2021-08-09,62.690677966101696
below 70,2021-08-10,62.69491525423729
below 70,2021-08-11,62.69491525423729
below 70,2021-08-12,63.394067796610166
below 70,2021-08-13,64.41525423728814
below 70,2021-08-14,63.720338983050844
below 70,2021-08-15,62.88559322033898
below 70,2021-08-16,62.690677966101696
below 70,2021-08-17,62.69491525423729
below 70,2021-08-18,62.69491525423729
below 70,2021-08-19,62.69915254237288
below 70,2021-08-20,63.86864406779661
below 70,2021-08-21,63.86864406779661
below 70,2021-08-22,63.30508474576271
below 70,2021-08-23,63.38559322033898
below 70,2021-08-24,62.970338983050844
below 70,2021-08-25,62.69491525423729
below 70,2021-08-26,62.69915254237288
below 70,2021-08-27,63.720338983050844
below 70,2021-08-28,63.99576271186441
below 70,2021-08-29,62.610169491525426
71-80,2020-09-01,58.53508771929825
71-80,2020-09-02,58.581453634085214
71-80,2020-09-03,59.056390977443606
71-80,2020-09-04,61.78446115288221
71-80,2020-09-05,62.310776942355886
71-80,2020-09-06,59.74812030075188
71-80,2020-09-07,59.40852130325815
71-80,2020-09-08,59.47744360902256
71-80,2020-09-09,59.592731829573935
71-80,2020-09-10,59.258145363408524
71-80,2020-09-11,61.521303258145366
71-80,2020-09-12,61.61528822055138
71-80,2020-09-13,59.2406015037594
71-80,2020-09-14,59.161654135338345
71-80,2020-09-15,59.22681704260652
71-80,2020-09-16,59.54385964912281
71-80,2020-09-17,59.61654135338346
71-80,2020-09-18,61.85338345864662
71-80,2020-09-19,61.93107769423559
71-80,2020-09-20,59.714285714285715
71-80,2020-09-21,59.88721804511278
71-80,2020-09-22,60.41228070175438
71-80,2020-09-23,60.5062656641604
71-80,2020-09-24,60.86466165413534
71-80,2020-09-25,63.61528822055138
71-80,2020-09-26,64.21679197994987
71-80,2020-09-27,61.636591478696744
71-80,2020-09-28,59.93609022556391
71-80,2020-09-29,59.91228070175438
71-80,2020-09-30,59.8734335839599
71-80,2020-10-01,59.83709273182957
71-80,2020-10-02,62.134085213032584
71-80,2020-10-03,62.235588972431074
71-80,2020-10-04,59.96115288220551
71-80,2020-10-05,59.82080200501253
71-80,2020-10-06,59.83458646616541
71-80,2020-10-07,59.86967418546366
71-80,2020-10-08,59.98872180451128
71-80,2020-10-09,62.00375939849624
71-80,2020-10-10,62.169172932330824
71-80,2020-10-11,60.142857142857146
71-80,2020-10-12,60.07393483709273
71-80,2020-10-13,60.09398496240601
71-80,2020-10-14,60.097744360902254
71-80,2020-10-15,60.16791979949875
71-80,2020-10-16,62.216791979949875
71-80,2020-10-17,62.147869674185465
71-80,2020-10-18,59.824561403508774
71-80,2020-10-19,59.71052631578947
71-80,2020-10-20,59.91228070175438
71-80,2020-10-21,59.902255639097746
71-80,2020-10-22,59.9937343358396
71-80,2020-10-23,61.8671679197995
71-80,2020-10-24,61.81954887218045
71-80,2020-10-25,59.72681704260652
71-80,2020-10-26,59.68671679197995
71-80,2020-10-27,59.728070175438596
71-80,2020-10-28,59.780701754385966
71-80,2020-10-29,59.85087719298246
71-80,2020-10-30,61.847117794486216
71-80,2020-10-31,61.94736842105263
71-80,2020-11-01,59.30827067669173
71-80,2020-11-02,59.010025062656645
71-80,2020-11-03,59.00250626566416
71-80,2020-11-04,59.023809523809526
71-80,2020-11-05,59.09649122807018
71-80,2020-11-06,61.214285714285715
71-80,2020-11-07,61.225563909774436
71-80,2020-11-08,59.09899749373434
71-80,2020-11-09,58.987468671679196
71-80,2020-11-10,58.957393483709275
71-80,2020-11-11,58.97744360902256
71-80,2020-11-12,59.12155388471178
71-80,2020-11-13,61.18796992481203
71-80,2020-11-14,61.19548872180451
71-80,2020-11-15,59.05012531328321
71-80,2020-11-16,58.92481203007519
71-80,2020-11-17,58.92230576441103
71-80,2020-11-18,58.962406015037594
71-80,2020-11-19,59.05137844611529
71-80,2020-11-20,61.150375939849624
71-80,2020-11-21,61.17042606516291
71-80,2020-11-22,59.07518796992481
71-80,2020-11-23,58.904761904761905
71-80,2020-11-24,58.962406015037594
71-80,2020-11-25,59.07393483709273
71-80,2020-11-26,59.24310776942356
71-80,2020-11-27,61.45112781954887
71-80,2020-11-28,61.42982456140351
71-80,2020-11-29,59.16290726817043
71-80,2020-11-30,58.96992481203007
71-80,2020-12-01,59.06516290726817
71-80,2020-12-02,59.076441102756895
71-80,2020-12-03,59.230576441102755
71-80,2020-12-04,61.42982456140351
71-80,2020-12-05,61.54636591478697
71-80,2020-12-06,59.25689223057644
71-80,2020-12-07,59.04636591478697
71-80,2020-12-08,59.04887218045113
71-80,2020-12-09,59.037593984962406
71-80,2020-12-10,59.15162907268171
71-80,2020-12-11,61.39598997493734
71-80,2020-12-12,61.44110275689223
71-80,2020-12-13,59.24937343358396
71-80,2020-12-14,59.07268170426065
71-80,2020-12-15,59.1203007518797
71-80,2020-12-16,59.1328320802005
71-80,2020-12-17,59.25187969924812
71-80,2020-12-18,61.43859649122807
71-80,2020-12-19,61.531328320802004
71-80,2020-12-20,59.365914786967416
71-80,2020-12-21,59.65162907268171
71-80,2020-12-22,59.725563909774436
71-80,2020-12-23,59.88721804511278
71-80,2020-12-24,60.55012531328321
71-80,2020-12-25,62.71804511278196
71-80,2020-12-26,63.10401002506266
71-80,2020-12-27,62.76315789473684
71-80,2020-12-28,63.03634085213032
71-80,2020-12-29,65.05764411027569
71-80,2020-12-30,68.07769423558898
71-80,2020-12-31,69.40726817042606
71-80,2021-01-01,68.69298245614036
71-80,2021-01-02,66.94486215538848
71-80,2021-01-03,63.58646616541353
71-80,2021-01-04,60.666666666666664
71-80,2021-01-05,60.70802005012531
71-80,2021-01-06,60.44862155388471
71-80,2021-01-07,60.542606516290725
71-80,2021-01-08,62.487468671679196
71-80,2021-01-09,62.50125313283208
71-80,2021-01-10,60.443609022556394
71-80,2021-01-11,60.352130325814535
71-80,2021-01-12,60.38972431077694
71-80,2021-01-13,60.3796992481203
71-80,2021-01-14,60.63784461152882
71-80,2021-01-15,62.66290726817043
71-80,2021-01-16,62.66541353383459
71-80,2021-01-17,60.64035087719298
71-80,2021-01-18,60.62406015037594
71-80,2021-01-19,60.62907268170426
71-80,2021-01-20,60.62280701754386
71-80,2021-01-21,60.661654135338345
71-80,2021-01-22,62.6265664160401
71-80,2021-01-23,62.642857142857146
71-80,2021-01-24,60.6203007518797
71-80,2021-01-25,60.52255639097744
71-80,2021-01-26,60.54385964912281
71-80,2021-01-27,60.54636591478697
71-80,2021-01-28,60.64160401002506
71-80,2021-01-29,62.609022556390975
71-80,2021-01-30,62.61779448621554
71-80,2021-01-31,60.600250626566414
71-80,2021-02-01,60.44736842105263
71-80,2021-02-02,60.888471177944865
71-80,2021-02-03,61.2406015037594
71-80,2021-02-04,61.36842105263158
71-80,2021-02-05,62.95112781954887
71-80,2021-02-06,62.80200501253133
71-80,2021-02-07,60.5250626566416
71-80,2021-02-08,60.45238095238095
71-80,2021-02-09,60.42731829573935
71-80,2021-02-10,60.43609022556391
71-80,2021-02-11,60.98621553884712
71-80,2021-02-12,63.00125313283208
71-80,2021-02-13,63.06516290726817
71-80,2021-02-14,61.06892230576441
71-80,2021-02-15,60.88972431077694
71-80,2021-02-16,60.890977443609025
71-80,2021-02-17,60.87844611528822
71-80,2021-02-18,60.99874686716792
71-80,2021-02-19,62.99749373433584
71-80,2021-02-20,63.03007518796993
71-80,2021-02-21,61.00250626566416
71-80,2021-02-22,60.528822055137844
71-80,2021-02-23,60.6140350877193
71-80,2021-02-24,60.666666666666664
71-80,2021-02-25,60.788220551378444
71-80,2021-02-26,62.705513784461154
71-80,2021-02-27,62.75187969924812
71-80,2021-02-28,60.6265664160401
71-80,2021-03-01,61.67293233082707
71-80,2021-03-02,61.66541353383459
71-80,2021-03-03,61.68170426065163
71-80,2021-03-04,61.68546365914787
71-80,2021-03-05,63.65162907268171
71-80,2021-03-06,63.85588972431078
71-80,2021-03-07,61.783208020050125
71-80,2021-03-08,61.86967418546366
71-80,2021-03-09,62.1203007518797
71-80,2021-03-10,62.65538847117794
71-80,2021-03-11,62.68546365914787
71-80,2021-03-12,64.33208020050125
71-80,2021-03-13,64.2155388471178
71-80,2021-03-14,62.00751879699248
71-80,2021-03-15,61.68796992481203
71-80,2021-03-16,61.72305764411028
71-80,2021-03-17,61.755639097744364
71-80,2021-03-18,61.78947368421053
71-80,2021-03-19,63.73182957393484
71-80,2021-03-20,64.1203007518797
71-80,2021-03-21,62.24310776942356
71-80,2021-03-22,62.26315789473684
71-80,2021-03-23,62.30200501253133
71-80,2021-03-24,62.349624060150376
71-80,2021-03-25,62.44110275689223
71-80,2021-03-26,64.21052631578948
71-80,2021-03-27,64.25814536340852
71-80,2021-03-28,62.169172932330824
71-80,2021-03-29,62.19548872180451
71-80,2021-03-30,62.27694235588972
71-80,2021-03-31,62.274436090225564
71-80,2021-04-01,62.43859649122807
71-80,2021-04-02,64.39473684210526
71-80,2021-04-03,64.58020050125313
71-80,2021-04-04,62.72932330827068
71-80,2021-04-05,62.42982456140351
71-80,2021-04-06,61.606516290726816
71-80,2021-04-07,61.56265664160401
71-80,2021-04-08,61.56140350877193
71-80,2021-04-09,63.88345864661654
71-80,2021-04-10,64.34461152882206
71-80,2021-04-11,62.012531328320804
71-80,2021-04-12,63.21804511278196
71-80,2021-04-13,63.28696741854637
71-80,2021-04-14,63.29323308270677
71-80,2021-04-15,64.5125313283208
71-80,2021-04-16,66.20175438596492
71-80,2021-04-17,66.203007518797
71-80,2021-04-18,64.35839598997494
71-80,2021-04-19,64.41478696741855
71-80,2021-04-20,64.57142857142857
71-80,2021-04-21,64.60776942355889
71-80,2021-04-22,64.6265664160401
71-80,2021-04-23,66.39348370927318
71-80,2021-04-24,66.66040100250626
71-80,2021-04-25,64.07142857142857
71-80,2021-04-26,64.85338345864662
71-80,2021-04-27,65.35338345864662
71-80,2021-04-28,65.51002506265664
71-80,2021-04-29,65.35087719298245
71-80,2021-04-30,67.30325814536342
71-80,2021-05-01,66.79197994987469
71-80,2021-05-02,64.6641604010025
71-80,2021-05-03,64.45488721804512
71-80,2021-05-04,64.48872180451127
71-80,2021-05-05,64.48872180451127
71-80,2021-05-06,64.51127819548873
71-80,2021-05-07,65.43984962406014
71-80,2021-05-08,65.4498746867168
71-80,2021-05-09,64.40977443609023
71-80,2021-05-10,64.48245614035088
71-80,2021-05-11,64.51127819548873
71-80,2021-05-12,64.5375939849624
71-80,2021-05-13,64.031328320802
71-80,2021-05-14,65.67042606516291
71-80,2021-05-15,65.69924812030075
71-80,2021-05-16,64.54511278195488
71-80,2021-05-17,64.59022556390977
71-80,2021-05-18,64.57142857142857
71-80,2021-05-19,64.58145363408521
71-80,2021-05-20,64.73057644110276
71-80,2021-05-21,66.77443609022556
71-80,2021-05-22,66.86340852130326
71-80,2021-05-23,64.9047619047619
71-80,2021-05-24,64.75814536340852
71-80,2021-05-25,64.70802005012531
71-80,2021-05-26,64.71679197994987
71-80,2021-05-27,64.73684210526316
71-80,2021-05-28,66.41604010025063
71-80,2021-05-29,66.42606516290726
71-80,2021-05-30,64.57644110275689
71-80,2021-05-31,64.62531328320802
71-80,2021-06-01,64.65914786967419
71-80,2021-06-02,64.68671679197995
71-80,2021-06-03,64.82581453634086
71-80,2021-06-04,66.63032581453633
71-80,2021-06-05,66.7781954887218
71-80,2021-06-06,64.87593984962406
71-80,2021-06-07,64.86967418546367
71-80,2021-06-08,64.86466165413533
71-80,2021-06-09,64.71052631578948
71-80,2021-06-10,64.79072681704261
71-80,2021-06-11,66.56015037593986
71-80,2021-06-12,66.56015037593986
71-80,2021-06-13,64.63784461152882
71-80,2021-06-14,64.74310776942356
71-80,2021-06-15,64.84711779448621
71-80,2021-06-16,64.77694235588973
71-80,2021-06-17,64.8157894736842
71-80,2021-06-18,66.53383458646617
71-80,2021-06-19,66.53884711779449
71-80,2021-06-20,64.8734335839599
71-80,2021-06-21,64.88721804511279
71-80,2021-06-22,64.90852130325814
71-80,2021-06-23,64.9498746867168
71-80,2021-06-24,64.90225563909775
71-80,2021-06-25,66.8609022556391
71-80,2021-06-26,66.81954887218045
71-80,2021-06-27,64.78320802005013
71-80,2021-06-28,64.71052631578948
71-80,2021-06-29,64.73809523809524
71-80,2021-06-30,64.73934837092732
71-80,2021-07-01,64.81077694235589
71-80,2021-07-02,66.66666666666667
71-80,2021-07-03,66.6516290726817
71-80,2021-07-04,64.73934837092732
71-80,2021-07-05,64.67543859649123
71-80,2021-07-06,64.72681704260651
71-80,2021-07-07,64.6516290726817
71-80,2021-07-08,64.71303258145363
71-80,2021-07-09,66.55764411027569
71-80,2021-07-10,66.56140350877193
71-80,2021-07-11,64.59899749373433
71-80,2021-07-12,64.46115288220551
71-80,2021-07-13,64.48245614035088
71-80,2021-07-14,64.66791979949875
71-80,2021-07-15,64.6203007518797
71-80,2021-07-16,66.48997493734336
71-80,2021-07-17,66.67794486215539
71-80,2021-07-18,64.70175438596492
71-80,2021-07-19,64.69172932330827
71-80,2021-07-20,64.71177944862156
71-80,2021-07-21,64.66791979949875
71-80,2021-07-22,64.60401002506266
71-80,2021-07-23,66.51754385964912
71-80,2021-07-24,66.4624060150376
71-80,2021-07-25,64.54385964912281
71-80,2021-07-26,64.48872180451127
71-80,2021-07-27,64.51378446115288
71-80,2021-07-28,64.52255639097744
71-80,2021-07-29,64.57644110275689
71-80,2021-07-30,66.41353383458646
71-80,2021-07-31,66.41854636591479
71-80,2021-08-01,74.37218045112782
71-80,2021-08-02,74.30827067669173
71-80,2021-08-03,74.33208020050125
71-80,2021-08-04,74.33333333333333
71-80,2021-08-05,74.47744360902256
71-80,2021-08-06,76.3546365914787
71-80,2021-08-07,76.35714285714286
71-80,2021-08-08,74.37218045112782
71-80,2021-08-09,74.34335839598998
71-80,2021-08-10,74.36591478696742
71-80,2021-08-11,74.3671679197995
71-80,2021-08-12,74.43358395989975
71-80,2021-08-13,76.24436090225564
71-80,2021-08-14,76.24436090225564
71-80,2021-08-15,74.37593984962406
71-80,2021-08-16,74.33834586466165
71-80,2021-08-17,74.36466165413533
71-80,2021-08-18,74.36591478696742
71-80,2021-08-19,74.4298245614035
71-80,2021-08-20,76.37719298245614
71-80,2021-08-21,76.49624060150376
71-80,2021-08-22,74.43483709273183
71-80,2021-08-23,74.38471177944862
71-80,2021-08-24,74.32832080200501
71-80,2021-08-25,74.34210526315789
71-80,2021-08-26,74.41478696741855
71-80,2021-08-27,76.22556390977444
71-80,2021-08-28,76.25438596491227
71-80,2021-08-29,74.40225563909775
81-90,2020-09-01,63.130900243309
81-90,2020-09-02,63.18296836982968
81-90,2020-09-03,63.834063260340635
81-90,2020-09-04,66.64087591240876
81-90,2020-09-05,66.92895377128954
81-90,2020-09-06,64.77469586374696
81-90,2020-09-07,64.63990267639903
81-90,2020-09-08,64.70997566909976
81-90,2020-09-09,64.69391727493917
