id,host_is_superhost,neighbourhood_group_cleansed,room_type,beds,availability_365,review_scores_rating
14618013,No,Mitte,Entire home/apt,5.0,151-200,91-100
14619287,No,Pankow,Entire home/apt,2.0,0-50,91-100
14619469,Yes,Steglitz - Zehlendorf,Entire home/apt,2.0,151-200,91-100
14630712,No,Tempelhof - Schöneberg,Entire home/apt,2.0,151-200,91-100
14648612,No,Neukölln,Entire home/apt,1.0,151-200,91-100
14649703,Yes,Friedrichshain-Kreuzberg,Entire home/apt,6.0,51-100,91-100
14651493,No,Mitte,Entire home/apt,2.0,151-200,91-100
14658720,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
14661144,No,Mitte,Private room,1.0,0-50,81-90
14662187,No,Mitte,Private room,2.0,151-200,91-100
14662786,No,Mitte,Private room,1.0,51-100,81-90
14664026,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,81-90
14665613,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
14666005,No,Mitte,Private room,1.0,151-200,91-100
14666168,Yes,Reinickendorf,Private room,1.0,151-200,91-100
14667530,No,Pankow,Entire home/apt,0.0,300+,91-100
14667711,Yes,Pankow,Entire home/apt,4.0,0-50,81-90
14669031,No,Pankow,Entire home/apt,1.0,0-50,91-100
14669503,No,Pankow,Entire home/apt,2.0,0-50,91-100
14678534,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
14682568,No,Mitte,Entire home/apt,7+,0-50,81-90
14692920,No,Lichtenberg,Entire home/apt,5.0,300+,91-100
14701391,No,Charlottenburg-Wilm.,Entire home/apt,3.0,151-200,91-100
14701908,Yes,Mitte,Entire home/apt,3.0,151-200,91-100
14702867,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
14703298,No,Mitte,Private room,1.0,0-50,91-100
14703479,Yes,Tempelhof - Schöneberg,Entire home/apt,7+,300+,91-100
14705308,Yes,Neukölln,Private room,1.0,0-50,91-100
14707771,No,Pankow,Private room,1.0,0-50,91-100
14713928,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
14720159,No,Mitte,Entire home/apt,3.0,300+,81-90
14720718,No,Mitte,Private room,1.0,0-50,91-100
14721647,No,Pankow,Private room,1.0,0-50,91-100
14722254,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
14722979,No,Neukölln,Private room,1.0,0-50,91-100
14728469,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
14729890,No,Friedrichshain-Kreuzberg,Private room,2.0,51-100,91-100
14736577,Yes,Charlottenburg-Wilm.,Private room,1.0,151-200,91-100
14738313,No,Mitte,Entire home/apt,1.0,0-50,91-100
14740024,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
14742206,No,Treptow - Köpenick,Entire home/apt,2.0,300+,71-80
14742536,Yes,Neukölln,Private room,1.0,201-250,91-100
14746252,No,Tempelhof - Schöneberg,Private room,1.0,300+,81-90
14746338,No,Neukölln,Private room,2.0,251-300,91-100
14750737,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
14751807,No,Tempelhof - Schöneberg,Entire home/apt,1.0,300+,91-100
14755968,No,Mitte,Private room,1.0,0-50,91-100
14758161,No,Pankow,Entire home/apt,3.0,300+,91-100
14768400,No,Mitte,Private room,1.0,0-50,91-100
14768867,No,Mitte,Private room,1.0,0-50,91-100
14777257,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
14782049,No,Mitte,Entire home/apt,2.0,300+,91-100
14784212,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
14793841,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
14795265,No,Mitte,Private room,1.0,101-150,91-100
14795425,No,Steglitz - Zehlendorf,Entire home/apt,4.0,151-200,91-100
14798424,No,Mitte,Private room,2.0,0-50,91-100
14804266,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
14812057,No,Pankow,Private room,4.0,0-50,81-90
14812319,Yes,Mitte,Private room,1.0,0-50,91-100
14812917,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,91-100
14818178,No,Steglitz - Zehlendorf,Entire home/apt,2.0,0-50,91-100
14821247,No,Neukölln,Private room,0.0,0-50,91-100
14829530,No,Neukölln,Private room,0.0,300+,81-90
14830468,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
14830887,No,Neukölln,Private room,2.0,300+,81-90
14831190,No,Neukölln,Private room,2.0,300+,81-90
14831972,No,Mitte,Entire home/apt,1.0,300+,below 70
14836453,No,Steglitz - Zehlendorf,Entire home/apt,4.0,300+,91-100
14838026,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,251-300,91-100
14839238,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
14839691,Yes,Neukölln,Private room,2.0,300+,91-100
14846340,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
14847866,No,Mitte,Private room,1.0,0-50,91-100
14849471,No,Steglitz - Zehlendorf,Private room,1.0,300+,91-100
14849548,No,Neukölln,Private room,1.0,0-50,91-100
14850088,No,Pankow,Private room,1.0,0-50,81-90
14852980,No,Neukölln,Private room,1.0,51-100,91-100
14857798,No,Pankow,Entire home/apt,2.0,251-300,91-100
14861478,No,Mitte,Private room,1.0,300+,91-100
14863860,No,Friedrichshain-Kreuzberg,Private room,1.0,151-200,91-100
14864073,No,Mitte,Entire home/apt,1.0,0-50,91-100
14865350,Yes,Mitte,Entire home/apt,5.0,0-50,91-100
14868731,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
14870244,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
14871257,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,81-90
14871410,No,Pankow,Entire home/apt,1.0,251-300,91-100
14872009,Yes,Mitte,Entire home/apt,2.0,251-300,91-100
14878503,No,Lichtenberg,Private room,1.0,300+,91-100
14890023,No,Mitte,Private room,2.0,0-50,91-100
14894198,No,Mitte,Private room,0.0,201-250,81-90
14897271,Yes,Neukölln,Entire home/apt,1.0,0-50,91-100
14906316,No,Charlottenburg-Wilm.,Entire home/apt,2.0,151-200,71-80
14907131,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
14908272,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,91-100
14920694,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
14921066,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
14921879,No,Tempelhof - Schöneberg,Entire home/apt,1.0,300+,91-100
14924904,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
14927090,No,Mitte,Entire home/apt,1.0,300+,81-90
14929047,No,Neukölln,Private room,1.0,0-50,91-100
14929299,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
14930230,Yes,Mitte,Entire home/apt,3.0,300+,91-100
14932414,Yes,Friedrichshain-Kreuzberg,Private room,1.0,151-200,91-100
14933760,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
14938479,No,Tempelhof - Schöneberg,Entire home/apt,2.0,51-100,below 70
14942829,No,Pankow,Private room,1.0,51-100,91-100
14948533,No,Lichtenberg,Entire home/apt,4.0,300+,91-100
14955381,No,Mitte,Private room,1.0,0-50,91-100
14956202,Yes,Mitte,Entire home/apt,5.0,300+,91-100
14960015,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
14960438,Yes,Lichtenberg,Entire home/apt,2.0,101-150,91-100
14961882,No,Mitte,Entire home/apt,1.0,300+,81-90
14971501,No,Neukölln,Entire home/apt,1.0,0-50,81-90
14974548,No,Mitte,Entire home/apt,2.0,51-100,91-100
14980080,Yes,Pankow,Private room,1.0,0-50,91-100
14983857,No,Tempelhof - Schöneberg,Private room,0.0,101-150,91-100
14987044,Yes,Mitte,Private room,1.0,0-50,91-100
14989511,No,Mitte,Entire home/apt,3.0,300+,81-90
14989866,No,Mitte,Entire home/apt,4.0,300+,81-90
14997220,No,Neukölln,Entire home/apt,1.0,0-50,91-100
14999599,Yes,Mitte,Entire home/apt,4.0,300+,91-100
15000313,No,Pankow,Entire home/apt,1.0,51-100,81-90
15001954,No,Reinickendorf,Entire home/apt,4.0,101-150,91-100
15002075,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
15002954,No,Neukölln,Entire home/apt,2.0,0-50,91-100
15003633,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,151-200,91-100
15004805,No,Neukölln,Private room,1.0,0-50,91-100
15005620,No,Lichtenberg,Private room,1.0,51-100,91-100
15005792,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15010716,No,Pankow,Private room,1.0,0-50,91-100
15017353,No,Tempelhof - Schöneberg,Entire home/apt,1.0,151-200,81-90
15019290,No,Charlottenburg-Wilm.,Entire home/apt,4.0,300+,91-100
15024614,No,Pankow,Private room,0.0,300+,91-100
15031234,Yes,Neukölln,Private room,1.0,0-50,91-100
15031615,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,91-100
15034680,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
15036642,No,Mitte,Entire home/apt,5.0,0-50,81-90
15038936,No,Mitte,Entire home/apt,2.0,0-50,91-100
15039213,No,Neukölln,Entire home/apt,2.0,51-100,91-100
15044951,No,Pankow,Entire home/apt,3.0,0-50,91-100
15045718,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15047551,No,Tempelhof - Schöneberg,Private room,1.0,0-50,81-90
15048682,No,Mitte,Private room,1.0,0-50,91-100
15054611,No,Friedrichshain-Kreuzberg,Private room,1.0,151-200,91-100
15060796,Yes,Mitte,Entire home/apt,1.0,251-300,91-100
15063930,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,0-50,91-100
15065899,Yes,Mitte,Private room,2.0,0-50,91-100
15065917,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15066375,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15069720,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
15070161,No,Mitte,Private room,1.0,51-100,91-100
15075386,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15077798,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
15077928,No,Neukölln,Entire home/apt,1.0,101-150,91-100
15081324,No,Friedrichshain-Kreuzberg,Private room,2.0,151-200,91-100
15083699,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15085051,No,Mitte,Private room,1.0,0-50,91-100
15090313,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
15091491,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15093342,Yes,Steglitz - Zehlendorf,Private room,1.0,0-50,91-100
15094672,No,Mitte,Entire home/apt,2.0,0-50,91-100
15096176,No,Neukölln,Private room,2.0,300+,91-100
15098618,No,Pankow,Entire home/apt,3.0,0-50,91-100
15105723,No,Pankow,Entire home/apt,2.0,0-50,91-100
15106484,No,Mitte,Private room,1.0,0-50,91-100
15107151,Yes,Pankow,Private room,1.0,151-200,91-100
15108496,No,Friedrichshain-Kreuzberg,Private room,0.0,0-50,91-100
15109537,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,81-90
15111612,No,Pankow,Private room,2.0,51-100,81-90
15113373,No,Mitte,Private room,2.0,300+,91-100
15113563,No,Mitte,Private room,1.0,300+,81-90
15114951,No,Lichtenberg,Private room,1.0,51-100,91-100
15120448,No,Mitte,Private room,0.0,101-150,91-100
15125369,No,Tempelhof - Schöneberg,Entire home/apt,2.0,300+,91-100
15126682,No,Mitte,Entire home/apt,1.0,300+,81-90
15128865,No,Neukölln,Private room,1.0,0-50,91-100
15129486,No,Lichtenberg,Entire home/apt,1.0,300+,91-100
15135449,No,Mitte,Shared room,0.0,0-50,81-90
15135834,No,Mitte,Shared room,0.0,101-150,81-90
15140607,No,Pankow,Entire home/apt,1.0,0-50,91-100
15142405,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15152816,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,151-200,91-100
15153401,No,Mitte,Shared room,0.0,0-50,91-100
15155170,No,Pankow,Entire home/apt,2.0,300+,91-100
15156236,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,251-300,81-90
15158869,No,Pankow,Private room,1.0,0-50,81-90
15163046,No,Pankow,Entire home/apt,0.0,300+,91-100
15169912,Yes,Mitte,Private room,1.0,0-50,91-100
15185336,No,Tempelhof - Schöneberg,Private room,1.0,101-150,91-100
15187855,No,Pankow,Private room,2.0,151-200,91-100
15188169,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15189990,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15197627,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15198251,No,Charlottenburg-Wilm.,Private room,1.0,300+,91-100
15202895,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,0-50,71-80
15203847,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,51-100,91-100
15205608,No,Pankow,Entire home/apt,2.0,0-50,91-100
15211006,No,Mitte,Entire home/apt,1.0,151-200,91-100
15212625,No,Mitte,Entire home/apt,2.0,0-50,91-100
15213398,No,Friedrichshain-Kreuzberg,Private room,0.0,51-100,91-100
15214235,Yes,Tempelhof - Schöneberg,Private room,1.0,201-250,91-100
15214733,No,Treptow - Köpenick,Entire home/apt,6.0,0-50,91-100
15215429,No,Mitte,Entire home/apt,1.0,51-100,91-100
15218516,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
15218854,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15224790,No,Mitte,Private room,1.0,0-50,91-100
15225524,Yes,Reinickendorf,Private room,1.0,251-300,91-100
15226698,Yes,Mitte,Entire home/apt,4.0,151-200,91-100
15227435,Yes,Mitte,Entire home/apt,1.0,201-250,91-100
15227472,Yes,Pankow,Entire home/apt,2.0,51-100,81-90
15229038,Yes,Mitte,Entire home/apt,4.0,300+,91-100
15229968,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
15234723,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,151-200,91-100
15235825,No,Pankow,Entire home/apt,2.0,51-100,81-90
15235950,No,Mitte,Entire home/apt,1.0,300+,91-100
15245252,No,Lichtenberg,Private room,2.0,0-50,91-100
15245580,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,201-250,91-100
15247571,No,Lichtenberg,Entire home/apt,2.0,0-50,81-90
15248465,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
15251878,No,Steglitz - Zehlendorf,Private room,1.0,300+,91-100
15255651,Yes,Charlottenburg-Wilm.,Private room,1.0,151-200,91-100
15265341,No,Reinickendorf,Entire home/apt,1.0,0-50,91-100
15266797,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15268150,Yes,Pankow,Private room,1.0,0-50,91-100
15270175,Yes,Neukölln,Entire home/apt,1.0,300+,91-100
15275440,No,Mitte,Private room,1.0,0-50,91-100
15277811,No,Mitte,Entire home/apt,5.0,151-200,91-100
15292834,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,81-90
15293787,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,81-90
15304742,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
15307995,No,Lichtenberg,Entire home/apt,0.0,300+,91-100
15317870,No,Tempelhof - Schöneberg,Entire home/apt,1.0,101-150,91-100
15318931,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
15320058,No,Pankow,Entire home/apt,1.0,0-50,91-100
15325618,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,300+,81-90
15332347,No,Pankow,Private room,1.0,0-50,91-100
15334605,Yes,Tempelhof - Schöneberg,Private room,6.0,101-150,91-100
15337676,No,Tempelhof - Schöneberg,Private room,1.0,51-100,91-100
15352584,No,Neukölln,Private room,2.0,201-250,91-100
15355534,No,Mitte,Entire home/apt,2.0,300+,81-90
15356053,Yes,Mitte,Private room,1.0,0-50,91-100
15357789,No,Pankow,Private room,2.0,0-50,91-100
15363472,No,Mitte,Private room,0.0,51-100,91-100
15365339,Yes,Tempelhof - Schöneberg,Entire home/apt,0.0,0-50,91-100
15367964,No,Mitte,Entire home/apt,1.0,0-50,91-100
15369165,Yes,Spandau,Entire home/apt,2.0,300+,91-100
15370125,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,below 70
15374858,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,81-90
15376599,Yes,Pankow,Private room,1.0,0-50,91-100
15384347,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15388766,No,Tempelhof - Schöneberg,Entire home/apt,0.0,201-250,91-100
15389486,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
15389940,No,Neukölln,Private room,1.0,300+,91-100
15397322,No,Mitte,Private room,1.0,0-50,91-100
15402781,No,Neukölln,Entire home/apt,2.0,0-50,91-100
15406878,No,Reinickendorf,Entire home/apt,1.0,101-150,91-100
15408082,No,Friedrichshain-Kreuzberg,Private room,1.0,201-250,91-100
15408106,No,Pankow,Private room,2.0,51-100,91-100
15416165,Yes,Treptow - Köpenick,Entire home/apt,2.0,300+,91-100
15416189,No,Pankow,Private room,1.0,0-50,91-100
15428418,No,Neukölln,Private room,1.0,0-50,91-100
15438811,No,Mitte,Private room,1.0,300+,91-100
15447429,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15447463,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
15452539,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
15457092,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15460335,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15467074,No,Pankow,Private room,2.0,300+,81-90
15472852,No,Mitte,Entire home/apt,6.0,251-300,91-100
15473822,No,Neukölln,Private room,1.0,0-50,91-100
15474240,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,81-90
15474780,No,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,71-80
15477104,No,Charlottenburg-Wilm.,Private room,1.0,300+,91-100
15481307,No,Mitte,Entire home/apt,1.0,300+,91-100
15490673,No,Mitte,Private room,1.0,0-50,71-80
15491436,No,Steglitz - Zehlendorf,Entire home/apt,4.0,300+,91-100
15491627,No,Reinickendorf,Private room,1.0,101-150,91-100
15514414,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
15516740,Yes,Friedrichshain-Kreuzberg,Private room,1.0,101-150,91-100
15521106,No,Steglitz - Zehlendorf,Private room,1.0,151-200,91-100
15525841,No,Mitte,Entire home/apt,1.0,151-200,81-90
15527863,No,Neukölln,Private room,1.0,51-100,91-100
15528379,No,Mitte,Entire home/apt,5.0,101-150,91-100
15529822,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
15531846,No,Pankow,Entire home/apt,1.0,300+,71-80
15540460,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
15545947,No,Pankow,Private room,1.0,0-50,81-90
15546504,No,Neukölln,Entire home/apt,7+,51-100,91-100
15547669,No,Neukölln,Entire home/apt,2.0,151-200,91-100
15555152,No,Neukölln,Private room,1.0,0-50,91-100
15556410,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15557263,No,Pankow,Entire home/apt,3.0,300+,81-90
15558387,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,91-100
15559518,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
15562974,No,Neukölln,Entire home/apt,1.0,300+,91-100
15565460,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15597401,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
15600124,No,Reinickendorf,Entire home/apt,1.0,51-100,91-100
15606628,Yes,Neukölln,Shared room,2.0,0-50,91-100
15610567,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,below 70
15611440,No,Mitte,Entire home/apt,1.0,300+,91-100
15614917,No,Pankow,Entire home/apt,1.0,0-50,81-90
15616319,Yes,Mitte,Entire home/apt,4.0,51-100,91-100
15629845,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
15630397,No,Neukölln,Private room,2.0,0-50,91-100
15639089,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15640451,Yes,Tempelhof - Schöneberg,Private room,1.0,300+,91-100
15640708,Yes,Tempelhof - Schöneberg,Private room,1.0,51-100,91-100
15640806,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
15646289,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
15646852,No,Pankow,Private room,2.0,0-50,81-90
15650663,No,Tempelhof - Schöneberg,Private room,1.0,201-250,81-90
15651482,No,Pankow,Entire home/apt,2.0,251-300,91-100
15652886,Yes,Charlottenburg-Wilm.,Private room,1.0,101-150,91-100
15653871,No,Pankow,Private room,2.0,51-100,91-100
15659984,No,Lichtenberg,Entire home/apt,3.0,0-50,81-90
15660868,Yes,Tempelhof - Schöneberg,Entire home/apt,2.0,251-300,91-100
15671957,No,Treptow - Köpenick,Entire home/apt,3.0,251-300,91-100
15674763,No,Lichtenberg,Private room,1.0,0-50,91-100
15694049,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,151-200,91-100
15698076,No,Pankow,Entire home/apt,1.0,151-200,91-100
15700652,No,Neukölln,Private room,1.0,0-50,91-100
15702448,No,Mitte,Private room,1.0,0-50,71-80
15709384,No,Neukölln,Private room,0.0,0-50,91-100
15711132,No,Charlottenburg-Wilm.,Private room,1.0,0-50,81-90
15712025,No,Pankow,Entire home/apt,1.0,0-50,91-100
15712188,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
15714854,No,Neukölln,Entire home/apt,2.0,0-50,91-100
15723424,No,Friedrichshain-Kreuzberg,Private room,1.0,201-250,91-100
15728111,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15732435,Yes,Charlottenburg-Wilm.,Private room,1.0,101-150,91-100
15737813,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
15748817,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
15753003,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
15754848,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
15755581,No,Neukölln,Private room,1.0,0-50,91-100
15755809,No,Charlottenburg-Wilm.,Entire home/apt,3.0,0-50,71-80
15757575,Yes,Mitte,Private room,1.0,0-50,91-100
15763658,No,Mitte,Private room,1.0,0-50,91-100
15763674,No,Pankow,Entire home/apt,2.0,0-50,91-100
15766299,No,Reinickendorf,Private room,2.0,300+,91-100
15767215,No,Pankow,Entire home/apt,2.0,300+,81-90
15767217,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15768501,No,Neukölln,Private room,1.0,0-50,91-100
15772030,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15772461,No,Neukölln,Private room,1.0,0-50,91-100
15772526,No,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
15777459,No,Reinickendorf,Entire home/apt,2.0,0-50,91-100
15778822,No,Mitte,Entire home/apt,1.0,0-50,91-100
15778858,Yes,Pankow,Entire home/apt,1.0,51-100,91-100
15780739,No,Lichtenberg,Entire home/apt,1.0,0-50,81-90
15782210,No,Neukölln,Entire home/apt,2.0,0-50,91-100
15794200,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
15809088,No,Neukölln,Private room,1.0,0-50,81-90
15810587,No,Pankow,Entire home/apt,2.0,51-100,91-100
15810911,Yes,Mitte,Entire home/apt,2.0,300+,91-100
15824441,No,Mitte,Entire home/apt,3.0,0-50,91-100
15825734,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,71-80
15830712,Yes,Charlottenburg-Wilm.,Private room,3.0,51-100,91-100
15837592,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
15839744,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
15840118,No,Pankow,Private room,1.0,0-50,91-100
15840279,Yes,Mitte,Private room,1.0,51-100,91-100
15850068,No,Mitte,Private room,0.0,51-100,91-100
15850581,Yes,Pankow,Entire home/apt,3.0,251-300,91-100
